Strand	Length	PID	Gene	Synonym	Code	COG	Product	Pos_Start	Pos_End	Predicted_Operon
-	312	16080551	yvoD	BSU34980	-	COG0370P	hypothetical protein	3592457	3593395	OR1
-	269	16080552	lgt	BSU34990	-	COG0682M	prolipoprotein diacylglyceryl transferase	3593419	3594228	OR1
-	310	16080553	hprK	BSU35000	-	COG1493T	HPr kinase/phosphorylase	3594242	3595174	OR1
+	396	16080554	nagA	BSU35010	-	COG1820G	N-acetylglucosamine-6-phosphate deacetylase	3595356	3596546	OF815
+	242	16080555	nagBA	BSU35020	-	COG0363G	N-acetylglucosamine-6-phosphate isomerase	3596543	3597271	OF815
+	243	16080556	yvoA	BSU35030	-	COG2188K	GntR family transcriptional regulator	3597289	3598020	OF815
-	1289	16080557	yvnB	BSU35040	-	COG1409R	phosphohydrolase	3598040	3601909	OR1
+	157	16080558	yvnA	BSU35050	-	COG1846K	transcriptional regulator	3602074	3602547	OF815
-	405	16080559	cypX	BSU35060	-	COG2124Q	monooxygenase	3602588	3603805	OR1
-	248	16080560	yvmC	BSU35070	-	-	hypothetical protein	3603821	3604567	OR1
+	169	16080561	yvmB	BSU35080	-	COG1846K	transcriptional regulator	3604993	3605502	OF816
+	403	16080562	yvmA	BSU35090	-	COG2814G	efflux transporter	3605523	3606734	OF816
-	119	16080563	yvlD	BSU35100	-	COG1950S	hypothetical protein	3606762	3607121	OR1
-	65	16080564	yvlC	BSU35110	-	COG1983KT	regulator (stress mediated)	3607123	3607320	OR1
-	365	16080565	yvlB	BSU35120	-	COG3595S	hypothetical protein	3607325	3608422	OR1
-	108	16080566	yvlA	BSU35130	-	-	hypothetical protein	3608447	3608773	OR1
+	76	16080567	yvkN	BSU35140	-	-	hypothetical protein	3608991	3609221	OF816
-	160	16080568	yvzB	BSU35150	-	COG1344N	flagellin	3609420	3609902	OR1
-	957	16080569	uvrA	BSU35160	-	COG0178L	excinuclease ABC subunit A	3610064	3612937	OR1
-	661	16080570	uvrB	BSU35170	-	COG0556L	excinuclease ABC subunit B	3612945	3614930	OR1
-	76	16080571	csbA	BSU35180	-	COG4897S	hypothetical protein	3615116	3615346	OR1
+	831	16080572	yvkC	BSU35190	-	COG0574G	phosphotransferase	3615793	3618288	OF817
+	189	16080573	yvkB	BSU35200	-	COG1309K	TetR/AcrR family transcriptional regulator	3618364	3618933	OF818
+	444	16080574	yvkA	BSU35210	-	COG2814G	efflux transporter	3618964	3620298	OF818
-	397	16080575	minJ	BSU35220	-	COG0265O	topological determinant of cell division	3620346	3621539	OR1
-	480	16080577	ctpB	BSU35240	-	COG0793M	PDZ-containing carboxyl-terminal protease processing protease	3622356	3623798	OR1
-	296	16080578	ftsX	BSU35250	-	COG2177D	cell-division ABC transporter	3623938	3624828	OR1
-	228	16080579	ftsE	BSU35260	-	COG2884D	cell-division ABC transporter ATP-binding protein	3624821	3625507	OR1
-	112	16080580	cccB	BSU35270	-	COG2010C	cytochrome c551	3625741	3626079	OR1
-	281	16080581	yvjA	BSU35280	-	COG1284S	hypothetical protein	3626128	3626973	OR1
-	366	16080582	prfB	BSU35290	-	COG1186J	peptide chain release factor 2	3627139	3628240	OR1
-	841	16080583	secA	BSU35300	-	COG0653U	preprotein translocase subunit SecA	3628310	3630835	OR1
-	189	16080584	yvyD	BSU35310	-	COG1544J	ribosome-associated sigma 54 modulation protein	3631003	3631572	OR1
-	125	255767772	yvzG	BSU35319	-	-	hypothetical protein	3631763	3632140	OR1
-	113	16080585	fliT	BSU35320	-	-	flagellar assembly protein FliT	3632150	3632491	OR1
-	133	16080586	fliS	BSU35330	-	COG1516NUO	flagellar protein FliS	3632488	3632889	OR1
-	498	16080587	fliD	BSU35340	-	COG1345N	flagellar capping protein	3632911	3634407	OR1
-	109	16080588	yvyC	BSU35350	-	COG1334N	flagellar protein FlaG	3634425	3634754	OR1
-	304	16080589	hag	BSU35360	-	COG1344N	flagellin	3634987	3635901	OR1
-	74	16080590	csrA	BSU35370	-	COG1551T	carbon storage regulator	3636046	3636270	OR1
-	143	16080591	yviF	BSU35380	-	COG1699S	flagellar assembly protein FliW	3636264	3636695	OR1
-	191	16080592	yviE	BSU35390	-	-	hypothetical protein	3636716	3637291	OR1
-	298	16080593	flgL	BSU35400	-	COG1344N	flagellar hook-associated protein FlgL	3637338	3638234	OR1
-	507	16080594	flgK	BSU35410	-	COG1256N	flagellar hook-associated protein FlgK	3638245	3639768	OR1
-	160	16080595	yvyG	BSU35420	-	-	flagellar protein	3639787	3640269	OR1
-	88	16080596	flgM	BSU35430	-	COG2747KNU	anti-sigma factor repressor of sigma(D)-dependent transcription	3640285	3640551	OR1
-	139	16080597	yvyF	BSU35440	-	-	regulator of flagella formation	3640632	3641051	OR1
-	229	16080598	comFC	BSU35450	-	COG1040R	DNA transport apparatus protein	3641125	3641814	OR1
-	98	16080599	comFB	BSU35460	-	-	hypothetical protein	3641811	3642107	OR1
-	463	16080600	comFA	BSU35470	-	COG4098L	helicase competence protein	3642167	3643558	OR1
-	281	16080601	yviA	BSU35480	-	COG1307S	hypothetical protein	3643664	3644509	OR1
-	229	16080602	degU	BSU35490	-	COG2197TK	two-component response regulator	3644607	3645296	OR1
-	385	16080603	degS	BSU35500	-	COG4585T	two-component sensor histidine kinase	3645379	3646536	OR1
+	217	16080604	yvyE	BSU35510	-	COG1739S	hypothetical protein	3646753	3647406	OF818
+	391	16080605	yvhJ	BSU35520	-	COG1316K	membrane bound transcriptional regulator	3647406	3648581	OF818
-	358	16080606	tagO	BSU35530	-	COG0472M	UDP-N-acetylglucosamine:undecaprenyl-P N-acetylglucosaminyl-1-P transferase	3648654	3649730	OR1
-	397	16080607	tuaH	BSU35540	-	COG0438M	glycosyltransferase	3649875	3651068	OR1
-	252	16080608	tuaG	BSU35550	-	COG0463M	glycosyltransferase	3651097	3651855	OR1
-	226	16080609	tuaF	BSU35560	-	COG3944M	hydrolase	3651879	3652559	OR1
-	488	16080610	tuaE	BSU35570	-	-	polymerase of teichuronic acid repeating units	3652588	3654054	OR1
-	461	16080611	tuaD	BSU35580	-	COG1004M	UDP-glucose 6-dehydrogenase	3654139	3655524	OR1
-	389	16080612	tuaC	BSU35590	-	COG0438M	glycosyltransferase	3655586	3656755	OR1
-	483	16080613	tuaB	BSU35600	-	COG2244R	colanic acid exporter	3656752	3658203	OR1
-	496	16080615	lytC	BSU35620	-	COG2247M	N-acetylmuramoyl-L-alanine amidase	3659119	3660609	OR1
-	705	16080616	lytB	BSU35630	-	COG2385D	modifier protein of major autolysin LytC	3660648	3662765	OR1
-	102	16080617	lytA	BSU35640	-	-	membrane bound lipoprotein	3662789	3663097	OR1
+	306	16080618	lytR	BSU35650	-	COG1316K	membrane-bound transcriptional regulator LytR	3663281	3664201	OF818
-	380	16080619	mnaA	BSU35660	-	COG0381M	UDP-N-acetylmannosamine 2-epimerase	3664241	3665383	OR1
+	292	16080620	gtaB	BSU35670	-	COG1210M	UTP-glucose-1-phosphate uridylyltransferase	3665629	3666507	OF819
-	900	16080621	ggaB	BSU35680	-	COG1887M	poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase	3667209	3669911	OR1
-	446	16080622	ggaA	BSU35690	-	COG0463M	poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase	3670035	3671375	OR1
-	527	16080623	tagH	BSU35700	-	COG1134GM	ATP-binding teichoic acid transporter component	3673564	3675147	OR1
-	275	16080624	tagG	BSU35710	-	COG1682GM	teichoic acid s permease	3675167	3675994	OR1
-	746	16080625	tagF	BSU35720	-	COG1887M	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase	3676159	3678399	OR1
-	673	16080626	tagE	BSU35730	-	COG0438M	UDP-glucose:polyglycerol phosphate alpha-glucosyltransferase	3678399	3680420	OR1
-	129	16080627	tagD	BSU35740	-	COG0615MI	glycerol-3-phosphate cytidylyltransferase	3680581	3680970	OR1
+	256	16080628	tagA	BSU35750	-	COG1922M	N-acetylmannosamine (ManNAc) C4 hydroxyl of a membrane-anchored N-acetylglucosaminyl diphospholipid (GlcNAc-pp-undecaprenyl, lipid I) glycosyltransferase	3681370	3682140	OF820
+	381	16080629	tagB	BSU35760	-	COG1887M	teichoic acid primase	3682173	3683318	OF820
+	442	16080630	tagC	BSU35770	-	-	polyglycerol phosphate assembly and export protein (teichoic acid biosynthesis)	3683438	3684766	OF820
-	880	16080631	lytD	BSU35780	-	COG4193G	N-acetylglucosaminidase	3684826	3687468	OR1
-	316	16080632	yvyI	BSU35790	-	COG1482G	phosphohexomutase	3687597	3688547	OR1
+	483	255767773	gerBA	BSU35800	-	-	germinant receptor B	3688812	3690263	OF821
+	368	255767774	gerBB	BSU35810	-	COG0814E	germinant receptor B	3690269	3691375	OF821
+	374	16080635	gerBC	BSU35820	-	-	germination receptor B lipoprotein	3691372	3692496	OF821
-	457	255767775	ywtG	BSU35830	-	COG2814G	carbohydrate transporter	3692533	3693906	OR1
+	322	255767776	ywtF	BSU35840	-	COG1316K	transcriptional regulator	3694239	3695207	OF821
+	286	16080638	ywtE	BSU35850	-	COG0561R	hydrolase	3695363	3696223	OF822
-	413	16080639	pgdS	BSU35860	-	COG0791M	gamma-DL-glutamyl hydrolase	3696257	3697498	OR1
-	55	16080640	pgsE	BSU35870	-	-	factor required for polyglutamate synthesis	3697639	3697806	OR1
-	380	16080641	pgsA	BSU35880	-	COG2843M	capsular polyglutamate synthetase	3697821	3698963	OR1
-	149	16080642	pgsC	BSU35890	-	-	capsular polyglutamate amide ligase/translocase subunit	3698982	3699431	OR1
-	393	255767777	pgsB	BSU35900	-	COG0771M	capsular polyglutamate synthetase	3699446	3700627	OR1
+	326	16080644	rbsR	BSU35910	-	COG1609K	LacI family transcriptional regulator	3701411	3702391	OF823
+	293	16080645	rbsK	BSU35920	-	COG0524G	ribokinase	3702393	3703274	OF823
+	131	16080646	rbsD	BSU35930	-	COG1869G	D-ribose pyranase	3703271	3703666	OF823
+	493	16080647	rbsA	BSU35940	-	COG1129G	ribose ABC transporter ATP-binding protein	3703682	3705163	OF823
+	322	16080648	rbsC	BSU35950	-	COG1172G	ribose ABC transporter permease	3705165	3706133	OF823
+	305	16080649	rbsB	BSU35960	-	COG1879G	ribose ABC transporter ribose-binding lipoprotein	3706145	3707062	OF823
+	178	16080650	ywsB	BSU35970	-	COG3103T	hypothetical protein	3707144	3707680	OF823
+	98	16080651	ywsA	BSU35980	-	-	hypothetical protein	3707836	3708132	OF824
-	175	16080652	ywrO	BSU35990	-	COG2249R	nitroreductase	3708172	3708699	OR1
-	255	16080653	alsD	BSU36000	-	COG3527Q	alpha-acetolactate decarboxylase	3708799	3709566	OR1
-	570	255767778	alsS	BSU36010	-	COG0028EH	acetolactate synthase	3709628	3711340	OR1
+	302	16080655	alsR	BSU36020	-	COG0583K	LysR family transcriptional regulator	3711498	3712406	OF825
+	442	16080656	ywrK	BSU36030	-	COG1055P	Na+/H+ antiporter	3712617	3713945	OF826
-	225	16080657	ywrJ	BSU36040	-	-	hypothetical protein	3714002	3714679	OR1
-	380	16080658	cotB	BSU36050	-	COG5422	spore coat protein	3714739	3715881	OR1
-	362	16080659	cotH	BSU36060	-	COG5337M	spore coat protein	3716009	3717097	OR1
+	195	16080660	cotG	BSU36070	-	-	spore morphogenetic protein	3717238	3717825	OF827
+	205	16080661	ywrF	BSU36080	-	COG1853R	hypothetical protein	3717999	3718616	OF828
+	111	16080662	ywrE	BSU36090	-	-	hypothetical protein	3718794	3719129	OF829
-	525	16080663	ywrD	BSU36100	-	COG0405E	gamma-glutamyltransferase	3719134	3720711	OR1
+	158	16080664	ywrC	BSU36110	-	COG1522K	Lrp/AsnC family transcriptional regulator	3720925	3721401	OF830
+	197	16080665	ywrB	BSU36120	-	COG2059P	anion transporter	3721415	3722008	OF830
+	178	16080666	ywrA	BSU36130	-	COG2059P	anion transporter	3722005	3722541	OF830
-	73	16080667	ywqO	BSU36140	-	-	hypothetical protein	3722568	3722789	OR1
-	181	16080668	ywqN	BSU36150	-	COG0655R	oxidoreductase	3722786	3723331	OR1
+	293	16080669	ywqM	BSU36160	-	COG0583K	LysR family transcriptional regulator	3723454	3724335	OF830
-	238	255767779	ywqL	BSU36170	-	COG1515L	deoxyribonuclease V	3724420	3725136	OR1
-	154	16080671	ywqK	BSU36180	-	COG2849S	hypothetical protein	3725146	3725610	OR1
-	602	16080672	ywqJ	BSU36190	-	COG5444S	transposase or phage integrase	3725600	3727408	OR1
-	86	16080673	ywqI	BSU36200	-	-	hypothetical protein	3727427	3727687	OR1
-	140	16080674	ywqH	BSU36210	-	-	hypothetical protein	3727697	3728119	OR1
-	261	16080675	ywqG	BSU36220	-	COG3878S	hypothetical protein	3728511	3729296	OR1
-	440	16080676	ywqF	BSU36230	-	COG1004M	UDP-glucose dehydrogenase	3729488	3730810	OR1
-	254	16080677	ywqE	BSU36240	-	COG4464GM	protein tyrosine-phosphatase	3731005	3731769	OR1
-	237	16080678	ptkA	BSU36250	-	COG0489D	protein tyrosine kinase	3731822	3732535	OR1
-	248	16080679	ywqC	BSU36260	-	COG3944M	modulator of YwqD protein tyrosine kinase activity	3732525	3733271	OR1
-	47	255767780	ywzD	BSU36269	-	-	hypothetical protein	3733505	3733648	OR1
+	536	255767781	ywqB	BSU36270	-	COG4715S	replication initiation protein	3733852	3735462	OF831
+	922	16080681	ywqA	BSU36280	-	COG0553KL	ATP-binding SNF2 helicase or protein kinase	3735449	3738217	OF831
-	285	16080682	ywpJ	BSU36290	-	COG0561R	phosphatase	3738343	3739200	OR1
-	258	16080683	glcR	BSU36300	-	COG1349KG	DeoR family transcriptional regulator	3739206	3739982	OR1
-	113	255767782	ssbB	BSU36310	-	COG0629L	single-strand DNA-binding protein	3740206	3740547	OR1
-	127	16080685	ywpG	BSU36320	-	-	hypothetical protein	3740624	3741007	OR1
+	136	16080686	ywpF	BSU36330	-	-	hypothetical protein	3741182	3741592	OF831
-	102	16080687	ywpE	BSU36340	-	COG3764M	sortase	3741732	3742040	OR1
+	278	16080688	ywpD	BSU36350	-	COG2972T	two-component sensor histidine kinase	3742384	3743220	OF832
-	130	16080689	mscL	BSU36360	-	COG1970M	large-conductance mechanosensitive channel	3743267	3743659	OR1
-	141	255767783	fabZ	BSU36370	-	COG0764I	(3R)-hydroxymyristoyl-ACP dehydratase	3743732	3744157	OR1
+	354	16080691	rapD	BSU36380	-	-	response regulator aspartate phosphatase	3744349	3745413	OF833
-	269	255767784	flhP	BSU36390	-	COG4786N	flagellar hook-basal body protein	3745436	3746245	OR1
-	270	16080693	flhO	BSU36400	-	COG4786N	flagellar basal-body rod protein	3746279	3747091	OR1
-	333	50812298	mbl	BSU36410	-	COG1077D	rod shape-determining protein Mbl	3747254	3748255	OR1
-	93	16080695	spoIIID	BSU36420	-	-	transcriptional regulator	3748421	3748702	OR1
-	36	16080696	usd	BSU36430	-	-	required for translation of spoIIID	3748717	3748827	OR1
+	137	16080697	ywoH	BSU36440	-	COG1846K	MarR family transcriptional regulator	3749052	3749465	OF834
+	396	16080698	ywoG	BSU36450	-	COG2814G	efflux transporter	3749487	3750677	OF834
-	468	16080699	ywoF	BSU36460	-	-	pectate lyase	3750768	3752174	OR1
-	490	16080700	pucI	BSU36470	-	COG1953FH	allantoin permease	3752280	3753752	OR1
-	452	16080701	ywoD	BSU36480	-	COG2814G	efflux transporter	3753933	3755291	OR1
-	189	255767785	ywoC	BSU36490	-	COG1335Q	hydrolase	3755291	3755860	OR1
-	154	16080703	ywoB	BSU36500	-	-	hypothetical protein	3756044	3756508	OR1
+	404	16080704	amtB	BSU36510	-	COG0004P	ammonium transporter	3756790	3758004	OF834
+	116	16080705	glnK	BSU36520	-	COG0347E	nitrogen-regulated PII-like regulator protein	3758016	3758366	OF834
+	193	16080706	bcrC	BSU36530	-	COG0671I	undecaprenyl pyrophosphate phosphatase	3758547	3759128	OF834
-	140	16080707	ywnJ	BSU36540	-	-	hypothetical protein	3759169	3759591	OR1
-	283	16080708	spoIIQ	BSU36550	-	COG0739M	forespore protein required for alternative engulfment	3759702	3760553	OR1
+	163	16080709	ywnH	BSU36560	-	COG1247M	phosphinothricin acetyltransferase	3760694	3761185	OF835
+	172	16080710	ywnG	BSU36570	-	-	hypothetical protein	3761182	3761700	OF835
-	144	16080711	ywnF	BSU36580	-	-	hypothetical protein	3761987	3762421	OR1
+	482	16080712	clsA	BSU36590	-	COG1502I	cardiolipin synthase	3762664	3764112	OF835
-	257	16080713	mta	BSU36600	-	COG0789K	MerR family transcriptional regulator	3764133	3764906	OR1
+	127	16080714	ywnC	BSU36610	-	-	hypothetical protein	3765051	3765434	OF836
-	213	16080715	ywnB	BSU36620	-	COG2910R	oxidoreductase	3765469	3766110	OR1
-	133	16080716	ywnA	BSU36630	-	COG1959K	hypothetical protein	3766178	3766579	OR1
-	569	16080717	ureC	BSU36640	-	COG0804E	urease subunit alpha	3766714	3768423	OR1
-	124	16080718	ureB	BSU36650	-	COG0832E	urease subunit beta	3768420	3768794	OR1
-	105	16080719	ureA	BSU36660	-	COG0831E	urease subunit gamma	3768791	3769108	OR1
-	62	16080720	csbD	BSU36670	-	-	stress response protein	3770104	3770292	OR1
-	166	255767786	ywmF	BSU36680	-	-	hypothetical protein	3770365	3770865	OR1
-	377	16080722	rapB	BSU36690	-	-	response regulator aspartate phosphatase	3771000	3772133	OR1
-	341	16080723	moaA	BSU36700	-	COG2896H	molybdenum cofactor biosynthesis protein A	3772325	3773350	OR1
-	262	16080724	fdhD	BSU36710	-	COG1526C	formate dehydrogenase accessory protein	3773366	3774154	OR1
-	53	16080725	ywmE	BSU36720	-	-	hypothetical protein	3774400	3774561	OR1
-	224	16080726	ywmD	BSU36730	-	COG2304R	hypothetical protein	3774655	3775329	OR1
-	227	16080727	ywmC	BSU36740	-	COG1240H	hypothetical protein	3775653	3776336	OR1
-	343	16080728	spoIID	BSU36750	-	COG2385D	stage II sporulation autolysin	3776722	3777753	OR1
-	436	16080729	murAA	BSU36760	-	COG0766M	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	3777949	3779259	OR1
-	246	16080730	ywmB	BSU36770	-	-	hypothetical protein	3779293	3780033	OR1
-	76	16080731	ywzB	BSU36780	-	COG4836S	hypothetical protein	3780162	3780392	OR1
+	157	16080732	ywmA	BSU36790	-	-	hypothetical protein	3780562	3781035	OF837
-	132	16080733	atpC	BSU36800	-	COG0355C	ATP synthase F0F1 subunit epsilon	3781069	3781467	OR1
-	473	16080734	atpD	BSU36810	-	COG0055C	ATP synthase F0F1 subunit beta	3781491	3782912	OR1
-	287	16080735	atpG	BSU36820	-	COG0224C	ATP synthase F0F1 subunit gamma	3782938	3783801	OR1
-	502	16080736	atpA	BSU36830	-	COG0056C	ATP synthase F0F1 subunit alpha	3783878	3785386	OR1
-	181	16080737	atpH	BSU36840	-	COG0712C	ATP synthase F0F1 subunit delta	3785403	3785948	OR1
-	170	16080738	atpF	BSU36850	-	COG0711C	ATP synthase F0F1 subunit B	3785945	3786457	OR1
-	70	16080739	atpE	BSU36860	-	COG0636C	ATP synthase F0F1 subunit C	3786620	3786832	OR1
-	244	16080740	atpB	BSU36870	-	COG0356C	ATP synthase F0F1 subunit A	3786878	3787612	OR1
-	127	16080741	atpI	BSU36880	-	-	ATP synthase subunit i	3787620	3788003	OR1
-	209	16080742	upp	BSU36890	-	COG0035F	uracil phosphoribosyltransferase	3788426	3789055	OR1
-	415	16080743	glyA	BSU36900	-	COG0112E	serine hydroxymethyltransferase	3789190	3790437	OR1
-	180	16080744	ywlG	BSU36910	-	COG4475S	hypothetical protein	3790644	3791186	OR1
-	149	16080745	ywlF	BSU36920	-	COG0698G	ribose-5-phosphate isomerase B	3791199	3791648	OR1
-	150	16080746	ywlE	BSU36930	-	COG0394T	protein-tyrosine-phosphatase	3791805	3792257	OR1
-	185	16080747	ywlD	BSU36940	-	COG1971S	hypothetical protein	3792333	3792890	OR1
-	346	16080748	ywlC	BSU36950	-	COG0009J	ribosome maturation factor; RNA binding protein	3792969	3794009	OR1
-	147	16080749	ywlB	BSU36960	-	COG1246E	hypothetical protein	3794166	3794609	OR1
-	224	16080750	spoIIR	BSU36970	-	-	pro-sigma(E) endopeptidase	3794676	3795350	OR1
+	120	16080751	ywlA	BSU36980	-	-	hypothetical protein	3795491	3795853	OF838
-	95	16080752	ywkF	BSU36990	-	-	hypothetical protein	3795870	3796157	OR1
-	288	16080753	prmC	BSU37000	-	COG2890J	glutamine methylase	3796217	3797083	OR1
-	356	16080754	prfA	BSU37010	-	COG0216J	peptide chain release factor 1	3797085	3798155	OR1
+	128	16080755	ywkD	BSU37020	-	COG0346E	lyase	3798281	3798667	OF839
+	184	16080756	racA	BSU37030	-	COG0789K	polar chromosome segregation protein	3798789	3799343	OF840
-	319	16080757	ywkB	BSU37040	-	COG0679R	transporter	3799377	3800336	OR1
-	582	16080758	ywkA	BSU37050	-	COG0281C	malate dehydrogenase	3800418	3802166	OR1
-	195	16080759	tdk	BSU37060	-	COG1435F	thymidine kinase	3802405	3802992	OR1
-	66	16080760	rpmE	BSU37070	-	COG0254J	50S ribosomal protein L31	3803081	3803281	OR1
-	427	255767787	rho	BSU37080	-	COG1158K	transcription termination factor Rho	3803400	3804683	OR1
-	321	16080762	glpX	BSU37090	-	COG1494G	fructose 1,6-bisphosphatase II	3805090	3806055	OR1
-	429	255767788	murAB	BSU37100	-	COG0766M	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	3806086	3807375	OR1
-	212	255767789	ywjH	BSU37110	-	COG0176G	translaldolase	3807754	3808392	OR1
-	285	16080765	fbaA	BSU37120	-	COG0191G	fructose-bisphosphate aldolase	3808512	3809369	OR1
-	124	16080766	spo0F	BSU37130	-	COG2204T	two-component response regulator	3809550	3809924	OR1
+	173	16080767	ywjG	BSU37140	-	COG4821R	oxidoreductase	3810090	3810611	OF841
-	535	16080768	pyrG	BSU37150	-	COG0504F	CTP synthetase	3810693	3812300	OR1
-	173	16080769	rpoE	BSU37160	-	COG3343K	DNA-directed RNA polymerase subunit delta	3812542	3813063	OR1
-	379	16080770	acdA	BSU37170	-	COG1960I	acyl-CoA dehydrogenase	3813246	3814385	OR1
-	705	16080771	fadF	BSU37180	-	COG0247C	iron-sulfur-binding reductase	3814382	3816499	OR1
+	398	16080772	clsB	BSU37190	-	COG1502I	cardiolipin synthetase	3816654	3817850	OF842
+	320	16080773	uvsE	BSU37200	-	COG4294L	UV damage endonuclease	3817863	3818825	OF842
+	90	16080774	ywjC	BSU37210	-	-	hypothetical protein	3818906	3819178	OF842
-	174	16080775	ywjB	BSU37220	-	COG0262H	oxidoreductase	3819220	3819744	OR1
-	575	16080776	ywjA	BSU37230	-	COG1132V	lipid ABC transporter ATP-binding protein	3819754	3821481	OR1
-	500	16080777	ywiE	BSU37240	-	COG1502I	cardiolipin synthetase	3821570	3823072	OR1
-	223	16080778	narI	BSU37250	-	COG2181C	nitrate reductase subunit gamma	3823558	3824229	OR1
-	184	16080779	narJ	BSU37260	-	COG2180C	nitrate reductase J	3824226	3824780	OR1
-	487	16080780	narH	BSU37270	-	COG1140C	nitrate reductase subunit beta	3824806	3826269	OR1
-	1228	255767790	narG	BSU37280	-	COG5013C	nitrate reductase subunit alpha	3826259	3829945	OR1
